movie_id,movie_title,date,tickets_sold,revenue
206,Amazing Guardian,2024-10-26,51,609.6739031553273
206,Amazing Guardian,2024-10-27,30,345.5043381939189
206,Amazing Guardian,2024-10-28,14,127.01335329525874
206,Amazing Guardian,2024-10-29,43,564.2051506430474
206,Amazing Guardian,2024-10-30,25,369.9320428295645
206,Amazing Guardian,2024-10-31,48,583.9644162750664
206,Amazing Guardian,2024-11-01,32,276.17858137001974
206,Amazing Guardian,2024-11-02,40,401.13924816387237
206,Amazing Guardian,2024-11-03,37,334.3352117705119
206,Amazing Guardian,2024-11-04,21,180.13413155787163
206,Amazing Guardian,2024-11-05,36,475.81938958485716
206,Amazing Guardian,2024-11-06,35,377.8018683890008
206,Amazing Guardian,2024-11-07,5,53.94844630780674
206,Amazing Guardian,2024-11-08,27,362.2529508091325
206,Amazing Guardian,2024-11-09,12,160.01076524949923
206,Amazing Guardian,2024-11-10,45,536.1782958537652
206,Amazing Guardian,2024-11-11,31,333.7841803769611
206,Amazing Guardian,2024-11-12,36,337.4170236990916
206,Amazing Guardian,2024-11-13,39,584.2025033744968
206,Amazing Guardian,2024-11-14,33,320.8827891571431
206,Amazing Guardian,2024-11-15,4,39.45519853941808
206,Amazing Guardian,2024-11-16,40,410.5552595237391
206,Amazing Guardian,2024-11-17,54,465.8667769919059
206,Amazing Guardian,2024-11-18,42,457.59312342495423
206,Amazing Guardian,2024-11-19,23,240.0775649522904
206,Amazing Guardian,2024-11-20,20,208.23348733144104
206,Amazing Guardian,2024-11-21,41,334.9473603062222
206,Amazing Guardian,2024-11-22,19,174.51095011351785
206,Amazing Guardian,2024-11-23,33,406.3470497189903
206,Amazing Guardian,2024-11-24,42,519.2155539458292
206,Amazing Guardian,2024-11-25,28,232.79599998254918
206,Amazing Guardian,2024-11-26,14,131.56915093336406
206,Amazing Guardian,2024-11-27,23,209.1145859658356
206,Amazing Guardian,2024-11-28,46,642.5900547477024
206,Amazing Guardian,2024-11-29,7,92.23949987197193
206,Amazing Guardian,2024-11-30,22,322.1369009139715
206,Amazing Guardian,2024-12-01,13,183.05646399969214
206,Amazing Guardian,2024-12-02,18,145.73039487937234
206,Amazing Guardian,2024-12-03,44,599.7184782793643
206,Amazing Guardian,2024-12-04,19,211.85818889490002
206,Amazing Guardian,2024-12-05,1,10.32313703345557
206,Amazing Guardian,2024-12-06,47,553.0037956513984
206,Amazing Guardian,2024-12-07,19,224.67442045803637
206,Amazing Guardian,2024-12-08,72,706.3636337265017
206,Amazing Guardian,2024-12-09,30,370.8388185000714
206,Amazing Guardian,2024-12-10,9,115.78948204980476
206,Amazing Guardian,2024-12-11,42,341.4062226915535
206,Amazing Guardian,2024-12-12,37,530.6644340742665
206,Amazing Guardian,2024-12-13,33,274.044343732375
206,Amazing Guardian,2024-12-14,15,126.31155520544516
206,Amazing Guardian,2024-12-15,18,243.43775030793518
206,Amazing Guardian,2024-12-16,39,386.05983622738916
206,Amazing Guardian,2024-12-17,29,364.9158479785235
206,Amazing Guardian,2024-12-18,0,0.0
206,Amazing Guardian,2024-12-19,42,415.76525144961926
206,Amazing Guardian,2024-12-20,42,441.9044278420432
206,Amazing Guardian,2024-12-21,9,73.20193440785422
206,Amazing Guardian,2024-12-22,61,653.045417559959
206,Amazing Guardian,2024-12-23,24,277.43477580004037
206,Amazing Guardian,2024-12-24,45,391.37516923039925
206,Amazing Guardian,2024-12-25,20,227.85270125678318
206,Amazing Guardian,2024-12-26,38,445.3951316134147
206,Amazing Guardian,2024-12-27,11,103.31339040063406
206,Amazing Guardian,2024-12-28,43,512.7669499652933
206,Amazing Guardian,2024-12-29,67,546.078086902528
206,Amazing Guardian,2024-12-30,15,216.83836214682916
206,Amazing Guardian,2024-12-31,19,196.36476140589318
206,Amazing Guardian,2025-01-01,25,330.2683759665185
206,Amazing Guardian,2025-01-02,1,10.427459320352819
206,Amazing Guardian,2025-01-03,22,230.72823251996613
206,Amazing Guardian,2025-01-04,28,270.2961340786137
206,Amazing Guardian,2025-01-05,48,476.6951017439067
206,Amazing Guardian,2025-01-06,3,37.14163963803102
206,Amazing Guardian,2025-01-07,24,341.5875504612319
206,Amazing Guardian,2025-01-08,1,14.608956887458081
206,Amazing Guardian,2025-01-09,17,162.84434101770276
206,Amazing Guardian,2025-01-10,21,299.88477130046823
206,Amazing Guardian,2025-01-11,63,564.53195815323
206,Amazing Guardian,2025-01-12,69,736.6060398556792
206,Amazing Guardian,2025-01-13,43,528.3469663983818
206,Amazing Guardian,2025-01-14,40,512.226527509688
206,Amazing Guardian,2025-01-15,26,251.74566708704484
206,Amazing Guardian,2025-01-16,9,98.86729481178405
206,Amazing Guardian,2025-01-17,19,272.99480734403477
206,Amazing Guardian,2025-01-18,31,345.4697132160121
206,Amazing Guardian,2025-01-19,12,113.36761107152478
206,Amazing Guardian,2025-01-20,8,96.53771923717719
206,Amazing Guardian,2025-01-21,43,584.8316228083921
206,Amazing Guardian,2025-01-22,8,81.30391018508223
206,Amazing Guardian,2025-01-23,45,643.0725984647776
206,Amazing Guardian,2025-01-24,8,88.08360069810155
206,Amazing Guardian,2025-01-25,73,658.1728737900736
206,Amazing Guardian,2025-01-26,54,778.6683816145518
206,Amazing Guardian,2025-01-27,20,169.49396578988166
206,Amazing Guardian,2025-01-28,34,497.76717227121327
206,Amazing Guardian,2025-01-29,7,65.02262557716878
206,Amazing Guardian,2025-01-30,9,117.80601059539205
206,Amazing Guardian,2025-01-31,48,491.0789816955054
206,Amazing Guardian,2025-02-01,39,574.4065591117123
206,Amazing Guardian,2025-02-02,28,310.8288794617318
206,Amazing Guardian,2025-02-03,40,581.3100085164241
206,Amazing Guardian,2025-02-04,17,154.08288963670907
206,Amazing Guardian,2025-02-05,12,104.9688003588457
206,Amazing Guardian,2025-02-06,11,90.01726305267556
206,Amazing Guardian,2025-02-07,39,480.426396003764
206,Amazing Guardian,2025-02-08,57,682.2501940826509
206,Amazing Guardian,2025-02-09,21,255.6650218153807
206,Amazing Guardian,2025-02-10,14,179.3630327474794
206,Amazing Guardian,2025-02-11,22,188.23921626786705
206,Amazing Guardian,2025-02-12,49,555.4745614751555
206,Amazing Guardian,2025-02-13,32,445.53496485542826
206,Amazing Guardian,2025-02-14,30,389.5240168750986
206,Amazing Guardian,2025-02-15,34,315.7864017099649
206,Amazing Guardian,2025-02-16,36,411.84429046071637
206,Amazing Guardian,2025-02-17,8,73.17203702645413
206,Amazing Guardian,2025-02-18,14,115.15849621625048
206,Amazing Guardian,2025-02-19,48,709.5218671936153
206,Amazing Guardian,2025-02-20,17,249.07356705630005
206,Amazing Guardian,2025-02-21,14,184.75193284296418
206,Amazing Guardian,2025-02-22,18,239.4798503054293
206,Amazing Guardian,2025-02-23,6,55.43728447659562
206,Amazing Guardian,2025-02-24,28,393.9572845171663
206,Amazing Guardian,2025-02-25,31,397.26620679722987
206,Amazing Guardian,2025-02-26,29,412.1801439158404
206,Amazing Guardian,2025-02-27,27,292.5198191978379
206,Amazing Guardian,2025-02-28,2,24.511019410898125
206,Amazing Guardian,2025-03-01,36,469.490630200879
206,Amazing Guardian,2025-03-02,37,454.3797625395435
206,Amazing Guardian,2025-03-03,47,564.1664344173827
206,Amazing Guardian,2025-03-04,34,397.0048665452877
206,Amazing Guardian,2025-03-05,45,607.8797566304451
206,Amazing Guardian,2025-03-06,33,289.2520636344091
206,Amazing Guardian,2025-03-07,29,399.883050636848
206,Amazing Guardian,2025-03-08,3,42.43337870324078
206,Amazing Guardian,2025-03-09,22,255.8802084984768
206,Amazing Guardian,2025-03-10,25,372.17036264877595
206,Amazing Guardian,2025-03-11,2,23.80781329738773
206,Amazing Guardian,2025-03-12,33,440.7519305250035
206,Amazing Guardian,2025-03-13,3,27.986857139429198
206,Amazing Guardian,2025-03-14,28,302.01581872509365
206,Amazing Guardian,2025-03-15,28,375.6406944559046
206,Amazing Guardian,2025-03-16,27,303.194613989189
206,Amazing Guardian,2025-03-17,27,271.64532808871843
206,Amazing Guardian,2025-03-18,3,38.489012128534625
206,Amazing Guardian,2025-03-19,9,101.20547404351302
206,Amazing Guardian,2025-03-20,41,457.63735120711107
206,Amazing Guardian,2025-03-21,46,529.2118084612582
206,Amazing Guardian,2025-03-22,16,215.21788789011646
206,Amazing Guardian,2025-03-23,66,780.4400823005413
206,Amazing Guardian,2025-03-24,25,272.3728783920829
206,Amazing Guardian,2025-03-25,28,228.88277410760674
206,Amazing Guardian,2025-03-26,29,351.83404148379975
206,Amazing Guardian,2025-03-27,45,642.1753957763954
206,Amazing Guardian,2025-03-28,29,250.30647124176252
206,Amazing Guardian,2025-03-29,30,385.2606599494893
206,Amazing Guardian,2025-03-30,67,909.5520383411139
206,Amazing Guardian,2025-03-31,45,590.9776343324514
206,Amazing Guardian,2025-04-01,5,43.99577285884271
206,Amazing Guardian,2025-04-02,28,348.2781939740248
206,Amazing Guardian,2025-04-03,5,58.33360571231522
206,Amazing Guardian,2025-04-04,24,314.11480442359436
206,Amazing Guardian,2025-04-05,48,589.6563715868988
206,Amazing Guardian,2025-04-06,15,159.7612562983209
206,Amazing Guardian,2025-04-07,24,199.37622202238242
206,Amazing Guardian,2025-04-08,10,143.85769451754928
206,Amazing Guardian,2025-04-09,36,507.568961696339
206,Amazing Guardian,2025-04-10,9,82.21381807130254
206,Amazing Guardian,2025-04-11,9,83.26860617441594
206,Amazing Guardian,2025-04-12,67,560.0646199120865
206,Amazing Guardian,2025-04-13,28,284.66558786564843
206,Amazing Guardian,2025-04-14,49,721.6113769491507
206,Amazing Guardian,2025-04-15,18,222.93305905735266
206,Amazing Guardian,2025-04-16,7,100.02855375742152
206,Amazing Guardian,2025-04-17,12,96.29676348190804
206,Amazing Guardian,2025-04-18,48,469.04528763966124
206,Amazing Guardian,2025-04-19,43,493.7859098276401
206,Amazing Guardian,2025-04-20,46,543.0073733925847
206,Amazing Guardian,2025-04-21,0,0.0
206,Amazing Guardian,2025-04-22,31,299.61960282222645
206,Amazing Guardian,2025-04-23,37,466.8028909207091
206,Amazing Guardian,2025-04-24,29,315.26072723940536
206,Amazing Guardian,2025-04-25,5,61.04257982971946
206,Amazing Guardian,2025-04-26,0,0.0
206,Amazing Guardian,2025-04-27,52,517.2331093072506
206,Amazing Guardian,2025-04-28,40,476.1136215152888
206,Amazing Guardian,2025-04-29,13,108.45161079481569
206,Amazing Guardian,2025-04-30,9,75.46902809408638
206,Amazing Guardian,2025-05-01,22,181.65504198065145
206,Amazing Guardian,2025-05-02,2,25.33795160124673
206,Amazing Guardian,2025-05-03,57,575.078177110205
206,Amazing Guardian,2025-05-04,7,58.40253677469115
206,Amazing Guardian,2025-05-05,26,388.8598028752298
206,Amazing Guardian,2025-05-06,10,127.04633466829834
206,Amazing Guardian,2025-05-07,39,492.43241885142936
206,Amazing Guardian,2025-05-08,44,535.2504477818536
206,Amazing Guardian,2025-05-09,50,596.762019113427
206,Amazing Guardian,2025-05-10,43,569.5497775172356
206,Amazing Guardian,2025-05-11,34,493.69219701386936
206,Amazing Guardian,2025-05-12,5,66.89791940506777
206,Amazing Guardian,2025-05-13,20,211.59971956651037
206,Amazing Guardian,2025-05-14,24,329.80447670346496
206,Amazing Guardian,2025-05-15,48,527.5808100354077
206,Amazing Guardian,2025-05-16,35,295.9068372975589
206,Amazing Guardian,2025-05-17,45,402.38192355958614
206,Amazing Guardian,2025-05-18,66,925.0464687703651
206,Amazing Guardian,2025-05-19,21,245.47675181047924
206,Amazing Guardian,2025-05-20,33,312.47428030324437
206,Amazing Guardian,2025-05-21,13,159.69689078848657
206,Amazing Guardian,2025-05-22,6,71.99741717166154
206,Amazing Guardian,2025-05-23,40,468.10505447099354
206,Amazing Guardian,2025-05-24,7,79.6994861772629
206,Amazing Guardian,2025-05-25,66,807.4074457396414
206,Amazing Guardian,2025-05-26,50,745.197454820439
206,Amazing Guardian,2025-05-27,18,197.80875424082888
206,Amazing Guardian,2025-05-28,20,196.352405500075
206,Amazing Guardian,2025-05-29,36,538.7461325605029
206,Amazing Guardian,2025-05-30,22,318.774226695119
206,Amazing Guardian,2025-05-31,58,692.4295410926428
206,Amazing Guardian,2025-06-01,49,642.1103671917853
206,Amazing Guardian,2025-06-02,31,354.873466456918
206,Amazing Guardian,2025-06-03,11,156.0421034539062
206,Amazing Guardian,2025-06-04,14,181.4415326153325
206,Amazing Guardian,2025-06-05,12,96.13279704696981
206,Amazing Guardian,2025-06-06,1,11.254199440615066
206,Amazing Guardian,2025-06-07,75,661.9110050586678
206,Amazing Guardian,2025-06-08,19,258.3420587169823
206,Amazing Guardian,2025-06-09,26,283.3554873934356
206,Amazing Guardian,2025-06-10,21,219.39855653331483
206,Amazing Guardian,2025-06-11,40,379.454621398175
206,Amazing Guardian,2025-06-12,40,376.33239890042523
206,Amazing Guardian,2025-06-13,18,176.05660779449815
206,Amazing Guardian,2025-06-14,6,60.926447068243675
206,Amazing Guardian,2025-06-15,48,568.7978493931771
206,Amazing Guardian,2025-06-16,49,394.1030230153055
206,Amazing Guardian,2025-06-17,43,444.31815003417313
206,Amazing Guardian,2025-06-18,25,326.7694124919271
206,Amazing Guardian,2025-06-19,39,574.1108012940664
206,Amazing Guardian,2025-06-20,11,102.9391996521476
206,Amazing Guardian,2025-06-21,31,448.13470905964544
206,Amazing Guardian,2025-06-22,45,648.5913617496761
206,Amazing Guardian,2025-06-23,2,25.03913108930405
206,Amazing Guardian,2025-06-24,30,272.631120620013
206,Amazing Guardian,2025-06-25,29,413.08784033835343
206,Amazing Guardian,2025-06-26,34,485.23100714203787
206,Amazing Guardian,2025-06-27,29,391.1497737413334
206,Amazing Guardian,2025-06-28,39,565.2866636568725
206,Amazing Guardian,2025-06-29,4,55.38296060703732
206,Amazing Guardian,2025-06-30,19,227.1373712526279
206,Amazing Guardian,2025-07-01,43,438.9663552724446
206,Amazing Guardian,2025-07-02,34,276.4549864498262
206,Amazing Guardian,2025-07-03,36,460.7443116873
206,Amazing Guardian,2025-07-04,50,523.7584391472828
206,Amazing Guardian,2025-07-05,13,129.5218626075034
206,Amazing Guardian,2025-07-06,1,10.374066925684597
206,Amazing Guardian,2025-07-07,24,297.2538223993621
206,Amazing Guardian,2025-07-08,10,119.96871488093015
206,Amazing Guardian,2025-07-09,24,223.47965690487797
206,Amazing Guardian,2025-07-10,7,98.36509083460906
206,Amazing Guardian,2025-07-11,48,487.58255694038746
206,Amazing Guardian,2025-07-12,30,389.0664031106377
206,Amazing Guardian,2025-07-13,25,272.4271743758739
206,Amazing Guardian,2025-07-14,31,438.3195749787119
206,Amazing Guardian,2025-07-15,23,256.75691906767076
206,Amazing Guardian,2025-07-16,19,180.74660394220317
206,Amazing Guardian,2025-07-17,19,175.2766951913145
206,Amazing Guardian,2025-07-18,23,310.37598130122274
206,Amazing Guardian,2025-07-19,73,687.2722893783734
206,Amazing Guardian,2025-07-20,7,77.74493055636987
206,Amazing Guardian,2025-07-21,1,13.593176948865073
206,Amazing Guardian,2025-07-22,32,290.5134220913605
206,Amazing Guardian,2025-07-23,21,303.774604879844
206,Amazing Guardian,2025-07-24,46,649.3890682206169
206,Amazing Guardian,2025-07-25,19,255.14591682356556
206,Amazing Guardian,2025-07-26,13,174.02280714611493
206,Amazing Guardian,2025-07-27,9,123.79472663166543
206,Amazing Guardian,2025-07-28,33,420.3216936984539
206,Amazing Guardian,2025-07-29,8,75.49047816228833
206,Amazing Guardian,2025-07-30,2,22.43115774859663
206,Amazing Guardian,2025-07-31,45,632.415213767727
206,Amazing Guardian,2025-08-01,7,56.201383592472105
206,Amazing Guardian,2025-08-02,3,38.42809894539866
206,Amazing Guardian,2025-08-03,57,803.8781621213501
206,Amazing Guardian,2025-08-04,21,236.630757664966
206,Amazing Guardian,2025-08-05,2,17.44343961244887
206,Amazing Guardian,2025-08-06,49,618.0316103303825
206,Amazing Guardian,2025-08-07,19,154.98987473409963
206,Amazing Guardian,2025-08-08,48,488.88001387308447
206,Amazing Guardian,2025-08-09,19,194.67708918954344
206,Amazing Guardian,2025-08-10,18,180.10748951776208
206,Amazing Guardian,2025-08-11,34,347.9576501393566
206,Amazing Guardian,2025-08-12,28,355.54031222358026
206,Amazing Guardian,2025-08-13,17,153.76916601316648
206,Amazing Guardian,2025-08-14,17,149.6207868741121
206,Amazing Guardian,2025-08-15,39,464.7778334493828
206,Amazing Guardian,2025-08-16,9,85.01437491312107
206,Amazing Guardian,2025-08-17,33,390.9034667579086
206,Amazing Guardian,2025-08-18,17,152.84526262618644
206,Amazing Guardian,2025-08-19,45,613.2608941139976
206,Amazing Guardian,2025-08-20,36,349.69591861338387
206,Amazing Guardian,2025-08-21,4,40.718571671630144
206,Amazing Guardian,2025-08-22,21,247.46483399880086
206,Amazing Guardian,2025-08-23,4,35.64207205781188
53,Dark Empire,2025-08-02,873,12504.019903197554
53,Dark Empire,2025-08-03,226,1975.5763856385247
53,Dark Empire,2025-08-04,155,1333.4397448056588
53,Dark Empire,2025-08-05,501,4635.693357328358
53,Dark Empire,2025-08-06,710,10109.641196101891
53,Dark Empire,2025-08-07,744,10306.796295003373
53,Dark Empire,2025-08-08,816,9074.616748574324
53,Dark Empire,2025-08-09,696,7090.210852407828
53,Dark Empire,2025-08-10,1405,13188.777105222332
53,Dark Empire,2025-08-11,876,11121.776467640895
53,Dark Empire,2025-08-12,646,5523.183236800056
53,Dark Empire,2025-08-13,873,11655.421242079618
53,Dark Empire,2025-08-14,681,6076.268101542676
53,Dark Empire,2025-08-15,932,12690.53464984932
53,Dark Empire,2025-08-16,1222,13781.632094621566
53,Dark Empire,2025-08-17,849,8636.657781018708
53,Dark Empire,2025-08-18,759,9845.37708774492
53,Dark Empire,2025-08-19,576,6505.240967081421
53,Dark Empire,2025-08-20,329,2962.9910377420833
53,Dark Empire,2025-08-21,731,7168.456001953132
53,Dark Empire,2025-08-22,472,5071.422138257314
53,Dark Empire,2025-08-23,1224,17651.121565723923
292,Mysterious Guardian,2024-08-23,21,283.9504698331383
292,Mysterious Guardian,2024-08-24,30,335.1894442169101
292,Mysterious Guardian,2024-08-25,1,8.45755639171109
292,Mysterious Guardian,2024-08-26,7,73.22060021351241
292,Mysterious Guardian,2024-08-27,29,403.69055128598745
292,Mysterious Guardian,2024-08-28,18,240.76063086037
292,Mysterious Guardian,2024-08-29,38,456.8644166431338
292,Mysterious Guardian,2024-08-30,32,279.0568151092057
292,Mysterious Guardian,2024-08-31,67,909.6793957067596
292,Mysterious Guardian,2024-09-01,30,356.79147061992285
292,Mysterious Guardian,2024-09-02,4,54.18806630715212
292,Mysterious Guardian,2024-09-03,34,381.71201495374976
292,Mysterious Guardian,2024-09-04,37,403.08145356767625
292,Mysterious Guardian,2024-09-05,39,378.52765966646433
292,Mysterious Guardian,2024-09-06,10,148.17242118542066
292,Mysterious Guardian,2024-09-07,36,304.6471035321054
292,Mysterious Guardian,2024-09-08,19,260.2507887505737
292,Mysterious Guardian,2024-09-09,37,407.66746088964726
292,Mysterious Guardian,2024-09-10,27,323.2029157117364
292,Mysterious Guardian,2024-09-11,21,248.04545138804295
292,Mysterious Guardian,2024-09-12,15,138.17397288660916
292,Mysterious Guardian,2024-09-13,42,358.90095436106554
292,Mysterious Guardian,2024-09-14,67,805.2943083899834
292,Mysterious Guardian,2024-09-15,46,404.8119610747436
292,Mysterious Guardian,2024-09-16,38,427.13364352696067
292,Mysterious Guardian,2024-09-17,35,303.9252077519569
292,Mysterious Guardian,2024-09-18,28,258.5301044313237
292,Mysterious Guardian,2024-09-19,25,212.18133609514948
292,Mysterious Guardian,2024-09-20,6,76.79136464141907
292,Mysterious Guardian,2024-09-21,57,763.7660081694008
292,Mysterious Guardian,2024-09-22,36,370.5068772179065
292,Mysterious Guardian,2024-09-23,41,517.4672858390614
292,Mysterious Guardian,2024-09-24,5,47.61641207036507
292,Mysterious Guardian,2024-09-25,8,113.68664604815098
292,Mysterious Guardian,2024-09-26,48,597.740627528027
292,Mysterious Guardian,2024-09-27,0,0.0
292,Mysterious Guardian,2024-09-28,63,569.8044464123377
292,Mysterious Guardian,2024-09-29,51,512.0666615011082
292,Mysterious Guardian,2024-09-30,39,469.77527626659435
292,Mysterious Guardian,2024-10-01,12,113.27558127975024
292,Mysterious Guardian,2024-10-02,20,201.9629468011759
292,Mysterious Guardian,2024-10-03,50,719.6214928317489
292,Mysterious Guardian,2024-10-04,19,274.16071579950545
292,Mysterious Guardian,2024-10-05,40,520.9815421337074
292,Mysterious Guardian,2024-10-06,33,492.75681828428355
292,Mysterious Guardian,2024-10-07,37,298.1028863741167
292,Mysterious Guardian,2024-10-08,32,346.5402211984294
292,Mysterious Guardian,2024-10-09,8,111.74029004927233
292,Mysterious Guardian,2024-10-10,3,31.753680765052064
292,Mysterious Guardian,2024-10-11,35,517.1353815720692
292,Mysterious Guardian,2024-10-12,0,0.0
292,Mysterious Guardian,2024-10-13,33,289.34031120649166
292,Mysterious Guardian,2024-10-14,18,253.0756342405772
292,Mysterious Guardian,2024-10-15,15,165.3301276172198
292,Mysterious Guardian,2024-10-16,37,398.1154958302565
292,Mysterious Guardian,2024-10-17,20,259.64831123941053
292,Mysterious Guardian,2024-10-18,25,266.7738828894366
292,Mysterious Guardian,2024-10-19,51,483.4041386657063
292,Mysterious Guardian,2024-10-20,16,181.18559825104262
292,Mysterious Guardian,2024-10-21,12,142.6554126166253
292,Mysterious Guardian,2024-10-22,23,319.2339925630012
292,Mysterious Guardian,2024-10-23,9,90.17366491883793
292,Mysterious Guardian,2024-10-24,42,372.911451127213
292,Mysterious Guardian,2024-10-25,0,0.0
292,Mysterious Guardian,2024-10-26,1,9.007971205185164
292,Mysterious Guardian,2024-10-27,46,579.8523963736645
292,Mysterious Guardian,2024-10-28,8,68.74115288022409
292,Mysterious Guardian,2024-10-29,41,559.3052433978805
292,Mysterious Guardian,2024-10-30,29,413.3972412359154
292,Mysterious Guardian,2024-10-31,44,538.1642899106129
292,Mysterious Guardian,2024-11-01,27,333.79396302239377
292,Mysterious Guardian,2024-11-02,43,497.33388924346514
292,Mysterious Guardian,2024-11-03,52,714.5059986696888
292,Mysterious Guardian,2024-11-04,24,251.69161473158354
292,Mysterious Guardian,2024-11-05,11,120.70743301177129
292,Mysterious Guardian,2024-11-06,0,0.0
292,Mysterious Guardian,2024-11-07,46,444.233489463522
292,Mysterious Guardian,2024-11-08,32,316.3121003808652
292,Mysterious Guardian,2024-11-09,51,613.7577900738141
292,Mysterious Guardian,2024-11-10,3,44.542902438306555
292,Mysterious Guardian,2024-11-11,36,409.7835692884803
292,Mysterious Guardian,2024-11-12,23,202.21946350800448
292,Mysterious Guardian,2024-11-13,30,441.96492742750365
292,Mysterious Guardian,2024-11-14,5,44.97306179669866
292,Mysterious Guardian,2024-11-15,46,537.5033933275377
292,Mysterious Guardian,2024-11-16,72,968.5503878953149
292,Mysterious Guardian,2024-11-17,43,499.6018145199762
292,Mysterious Guardian,2024-11-18,33,469.5704754883521
292,Mysterious Guardian,2024-11-19,5,48.58309564393613
292,Mysterious Guardian,2024-11-20,40,527.672110988545
292,Mysterious Guardian,2024-11-21,42,358.9560840064121
292,Mysterious Guardian,2024-11-22,40,470.9752194841765
292,Mysterious Guardian,2024-11-23,55,560.3123927564923
292,Mysterious Guardian,2024-11-24,4,57.30038763299058
292,Mysterious Guardian,2024-11-25,34,457.2894577128176
292,Mysterious Guardian,2024-11-26,30,335.3473020915631
292,Mysterious Guardian,2024-11-27,30,360.5327133394856
292,Mysterious Guardian,2024-11-28,21,229.88936775087146
292,Mysterious Guardian,2024-11-29,18,180.44026384581647
292,Mysterious Guardian,2024-11-30,3,38.59607442006584
292,Mysterious Guardian,2024-12-01,57,755.020686472388
292,Mysterious Guardian,2024-12-02,46,620.7769407593713
292,Mysterious Guardian,2024-12-03,16,134.87878947318796
292,Mysterious Guardian,2024-12-04,30,361.4096282832819
292,Mysterious Guardian,2024-12-05,36,301.008210967426
292,Mysterious Guardian,2024-12-06,18,245.9208682396255
292,Mysterious Guardian,2024-12-07,58,475.0830235365566
292,Mysterious Guardian,2024-12-08,46,394.56827371445644
292,Mysterious Guardian,2024-12-09,32,273.21714614870945
